track_id,title,artist,genre,year,primary_theme_pool,vader_sentiment,arousal,theme_1,theme_2,theme_3,theme_4,lyric_snippet,timbre,chroma_key,duration_sec,popularity,bpm,energy,valence,brightness,spectral_centroid_hz,spectral_rolloff_hz,spectral_flux,rms_energy,zero_crossing_rate,tempo_confidence,mfcc_1,mfcc_2,mfcc_3,mfcc_4,mfcc_5,mfcc_6,mfcc_7,mfcc_8,mfcc_9,mfcc_10,mfcc_11,mfcc_12,mfcc_13,chroma_c,chroma_cs,chroma_d,chroma_ds,chroma_e,chroma_f,chroma_fs,chroma_g,chroma_gs,chroma_a,chroma_as,chroma_b,genre_encoded,timbre_encoded,chroma_key_encoded,primary_theme_pool_encoded
demo-0011,Electric 11,Demo Artist 11,hip-hop,2005,joy_celebration,0.5009140844448527,0.6776430700931976,joy_celebration,nostalgia_memory,none,none,A demo lyric about joy celebration.,warm,A#,150,77,97.7345605351205,57.13262228582384,0.5009140844448527,0.4643293201059274,1599.3183720415302,2803.070896004112,0.19947165619002294,0.6515389409340955,0.1108460113808635,0.8107880444343033,1.9095506848605268,-1.0022595410589252,-0.6516472141061395,-1.0012779371188536,-0.19413629002542387,1.0396366060169935,1.124187842812771,0.8762741793285538,-0.8127658838923665,-1.710103436632644,0.6543535853903822,0.12822396636166422,1.0593857717166117,0.001432123973836689,0.14478197346605284,0.0017231790880614195,0.07803694601586804,0.004812602400694439,0.026082988690402056,0.047602876882975105,0.17727920086105978,0.017588809674277252,0.31668882717533187,0.17751494518756916,0.006455526583871243,3,4,1,2
demo-0012,Velvet 12,Demo Artist 12,electronic,2006,empowerment,0.41636152336192583,0.3564501102362919,empowerment,spirituality,none,none,A demo lyric about empowerment.,bright,B,306,84,87.14251682045743,51.58949399206244,0.41636152336192583,0.29331071041213563,1448.6082671813788,3294.8981019509934,0.4572673900426138,0.5257844440177171,0.15178434993421586,0.9327686132267692,0.8308620652738603,2.253585889569397,0.9921266584341091,0.06260177617253782,0.3055996478012647,-0.5805365125650164,0.011866146266347521,0.5419833119255708,1.7035850193786015,2.6207698311659837,-0.4821815153770401,1.2928274682599188,-0.1405439391575345,0.008186080832878232,0.2755560496458104,0.0424881289954969,0.022900774479748923,0.01286153375541477,0.04704175562299193,0.0897092873011021,0.11454228216555805,0.05668702663373997,0.21846126258881618,0.10005885864456932,0.01150695933387321,1,1,2,1
demo-0013,Northern 13,Demo Artist 13,jazz,2007,loss_longing,0.17257710793084965,0.6303307733157215,loss_longing,self_identity,none,none,A demo lyric about loss longing.,dark,C,236,75,104.34809462322197,74.84793986633801,0.17257710793084965,0.6291673955661902,1786.0052535818963,3456.395244563398,0.5523163841069443,0.8460300266696951,0.18153961058107507,0.8069381135132779,1.3601905933170753,2.2762401574663853,0.3543389672326528,1.533070372618255,1.1741371520461437,1.5139082114575535,0.3666311940505942,-0.389567493308969,-0.8729834359912918,0.08261588701039213,0.741324715060667,0.9068084133512382,3.137231162429517,0.007789065185083924,0.046356775125792817,0.0060111079663150895,0.15245017286321502,0.15604393308845296,0.010918123683741296,0.008732953491855768,0.317175474255461,0.03179202919229966,0.07139967346050327,0.062297731562429244,0.12903296012484972,4,2,3,3
demo-0014,Quiet 14,Demo Artist 14,folk,2008,anxiety_darkness,0.9146571605284939,0.6840911833688896,anxiety_darkness,romance_new,none,none,A demo lyric about anxiety darkness.,acoustic,C#,170,93,114.54573444485847,67.6769569115033,0.9146571605284939,0.5863673935068636,1856.4621123929496,3877.4542446123596,0.37226942162213483,0.7100488309307044,0.17170574008891823,0.836653140723723,1.2137512664443082,1.953965579308696,1.1913269444535874,2.435547125465149,-0.33140608421512363,1.1643926318813538,-0.49081199512399776,0.00493916977279496,2.8638622298139094,2.3951849819716857,0.7805197667152096,-0.0025034560408969675,-1.4645288378416512,0.20724946314485868,0.043151860115587116,0.19291497521483342,0.11453068759936398,0.10282139821787066,0.1768684305452294,0.0014643551502369005,0.037397740189862465,0.022594460728623218,0.03292164873861874,0.042295566265959615,0.02578941408895584,2,0,4,0
demo-0015,Neon 15,Demo Artist 15,r&b,2009,social,0.5723880384278869,0.8344567812577142,social,bittersweet,none,none,A demo lyric about social.,punchy,D,278,99,121.46924810643952,90.5472433714879,0.5723880384278869,0.7723057113653244,2106.895714572938,4381.908203728728,0.5197228725208178,0.9183838748810137,0.1912943604333981,0.7638229522555829,0.8588779040750415,1.3514357919716455,2.2523339506431386,0.23424092781948547,2.437470902651121,1.2612286823822565,2.9478126607335633,-0.5942603049004718,1.013434224895831,0.11353184876589784,0.9737705336360473,2.047665901108943,1.6207733745502448,0.15604015828551854,0.037397665511114224,0.0061222229539097195,0.015648150121307672,0.04184114620538893,0.03701292592685473,0.051167563960641406,0.08317691207003695,0.09589553938748124,0.06725301189182344,0.18041895809345476,0.22802574559246833,6,3,5,4
demo-0016,Endless 16,Demo Artist 16,classical,2010,joy_celebration,0.41741898635377306,0.5800189473490286,joy_celebration,nostalgia_memory,none,none,A demo lyric about joy celebration.,warm,D#,243,59,126.88983168183847,67.95766903571146,0.41741898635377306,0.6488962149415265,2361.5183542017517,4500.173123129589,0.5076713087828243,0.641299926485629,0.1880036912803993,0.8739412672300948,1.9403516925779831,1.447083855335288,2.6484279208298,2.2879735874861047,0.6518727405849525,2.0320197440155954,2.362035812074381,1.2003052135122463,2.289843392837443,0.645177514742211,3.436186100012171,3.347949985059432,1.8474826656970353,0.05000144887112435,0.09401727893460662,0.21478327465621774,0.026313327807730064,0.16848174025549878,0.005479452696786708,0.04442968967230584,0.03435589073858393,0.04219808798963994,0.09032486469842509,0.02415053128884481,0.20546441239023605,0,4,6,2
demo-0017,Midnight 17,Demo Artist 17,pop,2011,social,0.7957039080650486,0.24774360282249164,social,bittersweet,none,none,A demo lyric about social.,bright,E,197,23,71.6111471483133,37.9884334676833,0.7957039080650486,0.2583529269715671,997.5121545304373,2243.498749567751,0.23375569105368077,0.4056548548218736,0.088449222252887,0.927444721694124,-0.6275875364369197,-0.6366152831022357,0.5411316108045314,0.7629264823369366,0.4480993639362036,-1.6855973173848082,0.5380344399282511,-1.034308051674399,0.2352761115882635,-1.4237344353990602,0.44632214754306365,-0.8065989043073726,-1.2826346502605217,0.08363948698257084,0.0002830748849798673,0.020929256008361295,0.10152310995134199,0.0011316991900491282,0.09488462204147931,0.08987664961704812,0.008810672938047645,0.23542197761434247,0.13143252702661026,0.21701795165456492,0.015048972090604231,5,1,7,4
demo-0018,Golden 18,Demo Artist 18,rock,2012,joy_celebration,0.6288749596009515,0.32441259649702137,joy_celebration,nostalgia_memory,none,none,A demo lyric about joy celebration.,dark,F,294,43,67.50529567503852,12.046636028846116,0.6288749596009515,0.3351612819043245,1075.6532460191197,2485.8137086159936,0.33299179371172277,0.14944441741228504,0.12049014750572172,0.6505594380180694,0.9991967316948878,2.352684981945891,0.4719603324370598,-0.03732516206850606,0.15799678559247868,0.9152567669685612,-1.4306716055072182,0.4643907029773022,-0.09046394946281011,2.147825012956045,0.12582726619504211,1.9678876111195198,-0.8037406977820072,0.021064543082977616,0.006218733841558904,0.03505784005463358,0.22562342876368588,0.04038928853039506,0.028064409038506544,0.16159864117507403,0.05378082379936703,0.1487828983769009,0.12079243463458048,0.12079566378009227,0.03783129492222777,7,2,8,2
demo-0019,Electric 19,Demo Artist 19,hip-hop,2013,empowerment,0.388565346842042,0.2343035035879442,empowerment,spirituality,none,none,A demo lyric about empowerment.,acoustic,F#,307,79,97.27875229286508,27.612099928151864,0.388565346842042,0.44178958042193917,1234.3350211156219,2602.9705620095165,0.6253711844471506,0.2935885304095401,0.16765204565368147,0.8420188598724938,0.9877031412620147,0.4330720698914349,1.416775867200791,1.2250852012481537,1.8517250085651948,0.07867708136271523,0.16459252705603766,0.12089682908801985,1.3908017211789891,2.098374440296732,0.14115950685069933,0.17522627220690873,0.9140772238697992,0.11949143404752831,0.0015812235877960912,0.5586974207619153,0.008030101781842037,0.11433912643258168,0.004121735492176086,0.025991459251595374,0.03033304043496916,0.08004202293456592,0.0050358833996438385,0.03399827705022781,0.018338274825158627,3,0,9,1
demo-0020,Velvet 20,Demo Artist 20,electronic,2014,loss_longing,0.12192329471080762,0.583054843859246,loss_longing,self_identity,none,none,A demo lyric about loss longing.,punchy,G,306,44,97.22771107415359,65.59008345729619,0.12192329471080762,0.5317987752567579,1528.3623849845644,3286.299456656122,0.34473828289390385,0.6552966020335486,0.12578619971273686,0.678410907589587,-0.6634779478686885,1.5857490352746617,0.5490476177820218,-0.12228028164732963,0.8038210630766677,2.0280188573493025,-1.380737845371923,-0.5966386899033265,-0.022886441895267673,2.361178866720329,1.1825869829192963,1.6673172404612266,-0.2401609191262306,0.3135937743642967,0.10315763509889994,0.02133204092723217,0.013098654248372374,0.09969654610883383,0.23426808661616474,0.004633059544850611,0.010867430070676741,0.016664205379465783,0.025366235425500323,0.14889019813770984,0.008432134077996903,1,3,10,3
demo-0021,Northern 21,Demo Artist 21,jazz,2015,anxiety_darkness,0.718350158438933,0.583740178667782,anxiety_darkness,romance_new,none,none,A demo lyric about anxiety darkness.,warm,G#,229,20,114.44670581080423,73.25270111914324,0.718350158438933,0.6838075617947452,1801.955708652174,3413.090994614575,0.3660304067622706,0.7330995757749651,0.1340147059222949,0.6984932094271185,3.248755650863287,2.985168402072131,2.336048683555428,0.27914960219087237,2.0550193242972785,1.8396264094979018,1.642545624204053,2.449665267043777,1.8353711428612773,1.9400142363043353,1.83690628337221,1.540791408002106,-0.5836111297141835,0.0012565248564311332,0.017200746546182664,0.2272382545452538,0.16996576665392402,0.1652147865552313,0.02751467137446876,0.205029644027879,0.0789769500594564,0.0030866868470136775,0.018029843731483437,0.07430770965474807,0.012178415147927842,4,4,11,0
demo-0022,Quiet 22,Demo Artist 22,folk,2016,social,0.5457878306532428,0.6531505424656023,social,bittersweet,none,none,A demo lyric about social.,bright,A,297,21,129.38048933315713,65.724631141093,0.5457878306532428,0.6715370662810727,1951.373452690976,3844.781715764195,0.5066318567156297,0.6471006121711527,0.12835145605223428,0.7848948122393071,0.7539017433474866,0.2496844610768536,2.0112218145475347,1.891264659933235,-0.2867075113680779,1.3773153625048729,2.4957013858999235,2.559223738896321,2.525836842885239,1.5389132069014597,0.6549546720308489,0.41630117264193944,1.8446049047503574,0.09154656803667884,0.02269041994332133,0.08801971431902224,0.09219874043801807,0.11142319169452054,0.1249840904221907,0.12927905096395817,0.0015276077342948448,0.09163366528781042,0.07619895590880295,0.16067416766522508,0.009823827586157028,2,1,0,4
demo-0023,Neon 23,Demo Artist 23,r&b,2017,joy_celebration,0.4678405935896636,0.7669026912346808,joy_celebration,nostalgia_memory,none,none,A demo lyric about joy celebration.,dark,A#,225,31,113.8845679912674,74.73743401164127,0.4678405935896636,0.6215007100907669,2332.5332327899755,3910.8256877078284,0.18250183265442038,0.6542820824542871,0.1605821989315334,0.80309172780327,1.6823891445748789,3.0141898289285014,-0.8728344331029381,2.1959338744308234,3.361438201803573,0.6722192351082859,1.4201934882101046,1.0471080827713788,0.9056539539224711,1.4737379949769598,3.2274852836845045,3.6373866754875204,1.4640607749598522,0.12993545872721027,0.012199015165924143,0.02504921265175912,0.12668633576331162,0.07142339240564163,0.05682566963319234,0.14156418767348644,0.01165410082629369,0.043538436737405435,0.041019225727666316,0.22762502711809265,0.11247993757001644,6,2,1,2
demo-0024,Endless 24,Demo Artist 24,classical,2018,empowerment,0.3524868470216922,0.9013182363479978,empowerment,spirituality,none,none,A demo lyric about empowerment.,acoustic,B,273,30,133.6926650128435,87.90321631870533,0.3524868470216922,0.753997271794892,2137.56396807535,4559.983080349716,0.3526970870254549,0.8069172064090828,0.16883177512282635,0.8083981003314454,1.4064938354277192,2.9310318576679744,0.7578248336290931,1.6930562512274412,1.5151258650669994,2.0534127296606606,2.3788642846472388,1.0921070503764554,2.824282677456228,2.1630023683346997,0.20805374668808962,0.14140855960296905,2.087680707070689,0.06985385556132447,0.18525681061799248,0.2466295708336695,0.0234820468241386,0.08829280278130174,0.012386066975754513,0.019547014061768956,0.07059017537781513,0.040975923803292756,0.010146498322546087,0.08344363870947791,0.14939559613091805,0,0,2,1
demo-0025,Midnight 25,Demo Artist 1,pop,2019,joy_celebration,0.4673289098196219,0.2861590233390476,joy_celebration,nostalgia_memory,none,none,A demo lyric about joy celebration.,punchy,C,222,32,83.39471688434726,28.307253350057422,0.4673289098196219,0.2459186155454905,796.5218448629348,2286.197596933683,0.26965368951108215,0.3025571187665743,0.10205106367452535,0.7852557510081833,1.5882761071492624,-0.6222074452947179,2.0602981705240784,-0.2254314492280993,-1.2770164449702281,0.0699195809948253,-1.0762452003187681,-0.7517558478135002,0.39703330001549114,0.5555820886501248,-0.6221677002542582,0.9874051450464006,1.157507758021134,0.19241914409517777,0.056943908503357336,0.04706606038967214,0.05417377553234964,0.09228767970380164,0.026272405213127483,0.10263898274322225,0.18551534518739435,0.14850482817246904,0.052602844060766096,0.017719030205349966,0.023855996193312103,5,3,3,2
demo-0026,Golden 26,Demo Artist 2,rock,2020,empowerment,0.33141845360606115,0.46571214109937237,empowerment,spirituality,none,none,A demo lyric about empowerment.,warm,C#,207,30,86.58659252778527,45.96550780628257,0.33141845360606115,0.45322460284377414,1307.6872797123995,2575.73161474365,0.5884320329053403,0.4021118526035473,0.10824246515168759,0.894028946488359,1.1659686384171533,0.5116097327950502,1.1863939595679525,0.7907667089938188,1.5003062582593216,0.589359156957111,-0.05569831557103466,0.6358412569330236,-2.630594375852776,0.6828857363850495,-3.348412825214784,-1.423463407405418,0.7517686009409841,0.0754963018023198,0.03904819708187086,0.009427386326388473,0.012017623679644944,0.25652739342097514,0.09741063590995654,0.03433568117260107,0.10887039324433724,0.0556974775478282,0.11853568526767168,0.08431558663101463,0.10831763791539133,7,4,4,1
demo-0027,Electric 27,Demo Artist 3,hip-hop,2021,loss_longing,0.09082066782387478,0.44526014594992325,loss_longing,self_identity,none,none,A demo lyric about loss longing.,bright,D,290,24,98.39486205749947,46.57267116571891,0.09082066782387478,0.42276894993482045,1286.0645101022915,2820.887252487936,0.5334683027609249,0.4965674216416781,0.10000575542661239,0.6958412367378728,1.70467921540253,0.1876631277952694,-0.8168420925968741,1.0438127093831047,1.0633698060326868,-0.9307152572567065,0.8294817154636063,1.3355830924283736,0.974386451706263,1.2319814837613952,-0.8042690980907491,0.9310401549961955,0.2973802405295534,0.2183614859769554,0.010490858615249737,0.03701503249979787,0.050261345403694854,0.09558551441641687,0.05992043903291208,0.10726723667301907,0.01069555370542638,0.11147649933197303,0.17179577940393112,0.10021660009317918,0.026913654847444353,3,1,5,3
demo-0028,Velvet 28,Demo Artist 4,electronic,2022,anxiety_darkness,0.7668421547331313,0.49319839785386,anxiety_darkness,romance_new,none,none,A demo lyric about anxiety darkness.,dark,D#,191,30,101.7216798149467,44.24855676351606,0.7668421547331313,0.5336063393761752,1485.0190244522869,3296.124669453365,0.5568263905187592,0.3807449132895867,0.1588460958237249,0.7499255256243085,-0.7550953431851839,-0.14504370958630242,-0.12104516067832205,0.9521733186575334,0.6261494944537627,0.563168032359407,1.5197019654824788,1.2398753611927038,1.216047870644286,1.3098284573286927,1.516134668002238,-1.207953341777443,0.5355617477355388,0.07691244098933896,0.019697906844012007,0.1105682735363911,0.08037575307788411,0.08349342255322885,0.08778774820464474,0.07325368964431112,0.006310817999364325,0.028561774407383757,0.16298262089585666,0.13629603923840844,0.1337595126091759,1,2,6,0
demo-0029,Northern 29,Demo Artist 5,jazz,2023,social,0.7041921094953841,0.6102980913386343,social,bittersweet,none,none,A demo lyric about social.,acoustic,E,287,63,112.58853076297204,68.66814367091001,0.7041921094953841,0.5481540709898126,1648.5211850366818,3325.3429166563974,0.4193506134645466,0.7138111598736981,0.12088749665197206,0.8437512248619871,-0.04175552887839262,0.995931415561151,1.3096477545740086,3.645130145058917,-0.17731565552036743,2.6720145664901334,1.34984241398728,1.6111719180159632,1.3183479133882046,1.644726818195233,1.0463148956379822,2.654050181457458,0.7435288557752775,0.09591221539671924,0.08849678586125712,0.0017295036403115792,0.05184446193908355,0.24111985554542517,0.1745682348778353,0.05331099826646633,0.1101653539345544,0.048662744578738884,0.06304780537545057,0.04539166418712546,0.025750376397032437,4,0,7,4
demo-0030,Quiet 30,Demo Artist 6,folk,2024,joy_celebration,0.45307319319432793,1.0,joy_celebration,nostalgia_memory,none,none,A demo lyric about joy celebration.,punchy,F,251,25,113.790018826029,98.71053033475404,0.45307319319432793,0.6346075561380922,1957.4299780415952,3819.8712306101993,0.4387500255759996,0.917199820357598,0.11912749594955839,0.8653244883281227,1.2232999099142865,0.9039111003438334,1.5085056267231536,2.2949322529156273,1.6803639430263981,0.8439450633590326,2.7262929556489497,3.079185502981632,1.9945566553228533,2.47366351134409,2.741959996813811,2.6300993164045137,2.1140991771126236,0.012189928843647556,0.017956304192170862,0.03963889756133116,0.03299292293465053,0.10255997164039676,0.0928707140973418,0.08783781525870128,0.0762287715594199,0.10954769502991513,0.23191054142271386,0.027368454644921787,0.16889798281478932,2,3,8,2
demo-0031,Neon 31,Demo Artist 7,r&b,2025,empowerment,0.35631909730720074,0.812938193969405,empowerment,spirituality,none,none,A demo lyric about empowerment.,warm,F#,202,32,125.81627577442339,72.22437556688689,0.35631909730720074,0.5809098280452314,2214.0380733652573,4120.559539033415,0.3875279992573224,0.7104522875601262,0.15631648506969556,0.7729844870662904,3.5713412422676836,1.7015539976921201,1.556103889822662,-0.29745095761014184,0.9057926480205225,1.536926575543647,1.114147323823357,3.181707593377797,1.6350622246037811,3.0884442493182522,1.8617046340503678,1.8372278364215764,1.7112035522874989,0.15365076567955788,0.1699592017346634,0.23920664656001797,0.021288737479516772,0.029304942458311705,0.14305736776514266,0.02133519662243221,0.0009539061004038158,0.025210591024156407,0.03833901409352856,0.03861509780273876,0.11907853267953011,6,4,9,1
demo-0032,Endless 32,Demo Artist 8,classical,1995,loss_longing,0.2218116210745703,0.8406002665557903,loss_longing,self_identity,none,none,A demo lyric about loss longing.,bright,G,178,55,131.88490498062941,88.5518908698421,0.2218116210745703,0.720107187740359,2546.754428662749,3998.8430168627847,0.2873473744760645,0.8261653873797025,0.1627347870486239,0.7745391830233971,0.5926743522269526,1.1148419676891739,1.23915832147643,4.557424092075892,3.901741947747147,1.6882505823153509,1.7364167096932013,0.950796002811706,0.19186958677473331,1.983119813591476,1.1021480167559745,2.0151494683379902,0.4997941509565227,0.03985135340454108,0.06814215263014202,0.04999996327381403,0.09710623047347823,0.026394594593795284,0.16157567424943464,0.3124785340120222,0.006315640723033545,0.00039832667346607317,0.0486038089713637,0.070623102566196,0.11851061842871316,0,1,10,3
